source,target,r_max_vis_prob,r_max_vis_node,r_max_vis_prob_2,r_max_vis_node_2,r_average_vis_prob,r_median_vis_prob,r_stdev_vis_prob,r_max_vis_prob_rev,r_max_vis_node_rev,r_max_vis_prob_2_rev,r_max_vis_node_2_rev,r_average_vis_prob_rev,r_median_vis_prob_rev,r_stdev_vis_prob_rev,nb_max_vis_prob,nb_max_vis_node,nb_max_vis_prob_2,nb_max_vis_node_2,nb_average_vis_prob,nb_median_vis_prob,nb_stdev_vis_prob,nb_max_vis_prob_rev,nb_max_vis_node_rev,nb_max_vis_prob_2_rev,nb_max_vis_node_2_rev,nb_average_vis_prob_rev,nb_median_vis_prob_rev,nb_stdev_vis_prob_rev,lrv_max_vis_prob,lrv_max_vis_node,lrv_max_vis_prob_2,lrv_max_vis_node_2,lrv_average_vis_prob,lrv_median_vis_prob,lrv_stdev_vis_prob,lrv_max_vis_prob_rev,lrv_max_vis_node_rev,lrv_max_vis_prob_2_rev,lrv_max_vis_node_2_rev,lrv_average_vis_prob_rev,lrv_median_vis_prob_rev,lrv_stdev_vis_prob_rev
PRA,VIE,0.221,MIL,0.211,GEN,0.079,0.07,0.052,0.222,MIL,0.213,GEN,0.08,0.065,0.052,0.33,MIL,0.303,GEN,0.132,0.128,0.07,0.325,MIL,0.296,GEN,0.132,0.12,0.067,0.438,MIL,0.408,FRA,0.192,0.172,0.087,0.425,MIL,0.383,GEN,0.18,0.156,0.084
PRA,STO,0.848,COP,0.745,POZ,0.22,0.116,0.23,0.848,COP,0.688,BER,0.258,0.188,0.208,0.78,POZ,0.712,COP,0.221,0.129,0.215,0.737,POZ,0.714,HEL,0.266,0.201,0.193,0.744,POZ,0.715,COP,0.281,0.235,0.2,0.75,COP,0.711,HEL,0.298,0.243,0.187
PRA,RIG,0.859,POZ,0.688,KAU,0.166,0.087,0.192,0.855,POZ,0.732,KAU,0.195,0.13,0.182,0.824,POZ,0.627,KAU,0.186,0.116,0.18,0.777,POZ,0.606,KAU,0.235,0.188,0.161,0.792,POZ,0.633,KAU,0.258,0.225,0.173,0.767,POZ,0.606,KAU,0.249,0.196,0.158
PRA,ZAG,0.782,VIE,0.733,MIL,0.217,0.187,0.187,0.758,MIL,0.717,VIE,0.244,0.205,0.173,0.732,VIE,0.691,MIL,0.225,0.194,0.169,0.701,VIE,0.663,MIL,0.239,0.2,0.155,0.739,MIL,0.694,VIE,0.281,0.235,0.162,0.717,MIL,0.652,VIE,0.273,0.236,0.155
PRA,SOF,0.772,MIL,0.744,VIE,0.216,0.157,0.2,0.819,MIL,0.676,VIE,0.247,0.209,0.192,0.727,VIE,0.669,MIL,0.214,0.17,0.177,0.721,MIL,0.67,VIE,0.248,0.222,0.169,0.742,MIL,0.689,VIE,0.266,0.246,0.177,0.763,MIL,0.583,VIE,0.266,0.263,0.166
PRA,TAR,0.831,POZ,0.577,KAU,0.185,0.096,0.204,0.784,POZ,0.6,BER,0.223,0.156,0.19,0.818,POZ,0.609,KAU,0.192,0.123,0.187,0.754,POZ,0.556,KAU,0.239,0.194,0.167,0.789,POZ,0.612,KAU,0.258,0.218,0.184,0.726,POZ,0.619,COP,0.278,0.228,0.171
PRA,SIN,1.0,LIS,0.862,MAD,0.336,0.239,0.248,1.0,LIS,0.875,MAD,0.364,0.28,0.245,1.0,LIS,0.772,BIL,0.335,0.238,0.228,1.0,LIS,0.777,MAD,0.388,0.305,0.211,1.0,LIS,0.794,MAD,0.367,0.282,0.215,1.0,LIS,0.749,MAD,0.368,0.308,0.2
PRA,TIR,0.866,MIL,0.713,VIE,0.232,0.185,0.182,0.919,MIL,0.63,VIE,0.248,0.216,0.18,0.793,MIL,0.721,VIE,0.257,0.227,0.178,0.826,MIL,0.653,VIE,0.281,0.239,0.158,0.848,MIL,0.709,VIE,0.321,0.273,0.172,0.89,MIL,0.602,VIE,0.321,0.283,0.162
PRA,THE,1.0,SOF,0.805,MIL,0.296,0.227,0.251,1.0,SOF,0.833,MIL,0.33,0.29,0.236,1.0,SOF,0.766,VIE,0.284,0.219,0.238,1.0,SOF,0.769,MIL,0.329,0.294,0.213,1.0,SOF,0.842,MIL,0.367,0.341,0.229,1.0,SOF,0.838,MIL,0.36,0.332,0.226
PRA,SKO,0.819,SOF,0.784,MIL,0.291,0.211,0.236,0.837,MIL,0.762,SOF,0.314,0.245,0.212,0.815,SOF,0.768,VIE,0.282,0.221,0.216,0.792,SOF,0.756,MIL,0.315,0.274,0.19,0.828,MIL,0.82,SOF,0.367,0.326,0.202,0.837,SOF,0.807,MIL,0.352,0.317,0.194
VIE,ZAG,0.564,MIL,0.528,BUD,0.152,0.101,0.139,0.598,MIL,0.469,BUD,0.171,0.131,0.126,0.563,MIL,0.547,BUD,0.169,0.134,0.132,0.581,BUD,0.531,MIL,0.182,0.147,0.123,0.652,MIL,0.512,BUD,0.244,0.214,0.121,0.615,BUD,0.556,MIL,0.225,0.198,0.128
BRA,PRA,0.889,VIE,0.483,MIL,0.176,0.139,0.147,0.888,VIE,0.463,MIL,0.159,0.138,0.151,0.816,VIE,0.52,MIL,0.219,0.185,0.133,0.832,VIE,0.511,MIL,0.192,0.169,0.147,0.809,VIE,0.653,MIL,0.278,0.238,0.151,0.832,VIE,0.655,MIL,0.289,0.262,0.154
BRA,VIE,0.191,MIL,0.191,BUD,0.07,0.055,0.046,0.175,MIL,0.175,BUD,0.055,0.036,0.047,0.343,MIL,0.343,BUD,0.14,0.125,0.069,0.311,MIL,0.311,BUD,0.107,0.087,0.074,0.392,MIL,0.392,BUD,0.166,0.155,0.075,0.378,MIL,0.378,BUD,0.159,0.143,0.076
BRA,HEL,0.877,VIE,0.847,PRA,0.412,0.348,0.217,0.878,VIE,0.831,PRA,0.435,0.383,0.205,0.822,VIE,0.791,PRA,0.382,0.337,0.181,0.793,VIE,0.77,PRA,0.406,0.372,0.167,0.841,VIE,0.804,PRA,0.418,0.4,0.173,0.792,VIE,0.74,PRA,0.422,0.373,0.172
BRA,STO,0.885,COP,0.875,VIE,0.452,0.411,0.228,0.882,COP,0.873,VIE,0.471,0.403,0.209,0.836,VIE,0.804,PRA,0.416,0.344,0.201,0.803,VIE,0.775,PRA,0.451,0.424,0.175,0.849,VIE,0.794,PRA,0.456,0.433,0.189,0.819,VIE,0.78,COP,0.469,0.427,0.178
BRA,KAU,0.919,POZ,0.905,PRA,0.367,0.328,0.209,0.898,POZ,0.886,PRA,0.404,0.369,0.193,0.831,VIE,0.821,PRA,0.383,0.334,0.182,0.839,POZ,0.812,VIE,0.404,0.374,0.168,0.853,VIE,0.83,PRA,0.427,0.401,0.171,0.856,POZ,0.834,PRA,0.424,0.404,0.169
BRA,RIG,0.882,VIE,0.873,PRA,0.418,0.38,0.217,0.897,VIE,0.888,PRA,0.456,0.407,0.197,0.827,VIE,0.826,PRA,0.388,0.332,0.185,0.842,VIE,0.836,PRA,0.424,0.383,0.175,0.844,VIE,0.816,PRA,0.436,0.411,0.174,0.816,VIE,0.783,PRA,0.423,0.402,0.169
BRA,GEN,0.763,VIE,0.745,MIL,0.216,0.172,0.149,0.798,MIL,0.699,VIE,0.197,0.12,0.169,0.711,MIL,0.688,VIE,0.249,0.202,0.132,0.752,MIL,0.634,VIE,0.218,0.157,0.151,0.733,MIL,0.715,VIE,0.3,0.259,0.133,0.752,MIL,0.643,VIE,0.27,0.211,0.139
BRA,MAR,0.839,MIL,0.765,VIE,0.255,0.2,0.161,0.871,MIL,0.687,VIE,0.235,0.18,0.169,0.792,MIL,0.692,VIE,0.293,0.266,0.14,0.838,MIL,0.617,VIE,0.265,0.217,0.154,0.8,MIL,0.733,VIE,0.341,0.321,0.144,0.849,MIL,0.696,VIE,0.33,0.291,0.15
BRA,PAR,0.811,VIE,0.745,MIL,0.274,0.225,0.178,0.788,MIL,0.75,VIE,0.269,0.223,0.182,0.731,VIE,0.684,MIL,0.283,0.261,0.149,0.75,MIL,0.672,VIE,0.277,0.239,0.161,0.746,VIE,0.727,MIL,0.318,0.292,0.148,0.736,MIL,0.692,VIE,0.305,0.269,0.153
BRA,LJU,0.593,MIL,0.552,BUD,0.228,0.191,0.128,0.605,MIL,0.532,BUD,0.22,0.181,0.127,0.613,MIL,0.606,BUD,0.259,0.217,0.125,0.658,MIL,0.578,BUD,0.271,0.235,0.123,0.663,BUD,0.644,ZAG,0.334,0.301,0.125,0.723,MIL,0.618,VIE,0.359,0.329,0.119
BRA,ZAG,0.708,BUD,0.367,MIL,0.169,0.144,0.117,0.697,BUD,0.365,MIL,0.16,0.127,0.113,0.652,BUD,0.479,MIL,0.206,0.171,0.115,0.677,BUD,0.448,MIL,0.191,0.162,0.114,0.643,BUD,0.562,MIL,0.276,0.259,0.113,0.659,BUD,0.528,MIL,0.263,0.241,0.114
BRA,HAM,0.87,VIE,0.757,PRA,0.332,0.272,0.193,0.838,VIE,0.729,AMS,0.353,0.317,0.203,0.813,VIE,0.754,PRA,0.349,0.311,0.163,0.768,VIE,0.685,MIL,0.357,0.327,0.161,0.832,VIE,0.775,PRA,0.396,0.379,0.158,0.786,VIE,0.717,PRA,0.401,0.373,0.166
BRA,BUC,0.842,BUD,0.412,ZAG,0.161,0.111,0.14,0.814,BUD,0.392,ZAG,0.174,0.136,0.13,0.792,BUD,0.446,SOF,0.207,0.163,0.128,0.787,BUD,0.447,MIL,0.221,0.177,0.125,0.81,BUD,0.566,MIL,0.284,0.245,0.13,0.779,BUD,0.604,SOF,0.29,0.252,0.132
BRA,SOF,0.695,BUD,0.486,ZAG,0.184,0.146,0.144,0.664,BUD,0.465,MIL,0.187,0.157,0.141,0.646,BUD,0.491,MIL,0.197,0.161,0.13,0.656,BUD,0.484,MIL,0.197,0.167,0.131,0.628,BUD,0.563,MIL,0.252,0.245,0.134,0.597,MIL,0.547,VIE,0.273,0.276,0.134
BRA,TAR,0.886,VIE,0.865,PRA,0.412,0.399,0.214,0.863,VIE,0.858,PRA,0.463,0.413,0.196,0.834,VIE,0.819,PRA,0.389,0.341,0.189,0.807,VIE,0.798,PRA,0.428,0.398,0.169,0.848,VIE,0.822,PRA,0.441,0.414,0.178,0.829,VIE,0.796,PRA,0.451,0.416,0.172
BRA,LIS,0.845,MIL,0.844,MAD,0.389,0.353,0.215,0.877,MIL,0.846,MAD,0.395,0.341,0.207,0.785,MIL,0.736,VIE,0.386,0.353,0.186,0.826,MIL,0.78,MAD,0.408,0.375,0.175,0.829,MIL,0.766,VIE,0.433,0.411,0.179,0.811,MIL,0.793,MAD,0.416,0.377,0.175
BRA,POR,0.825,MIL,0.798,BIL,0.398,0.347,0.208,0.833,MIL,0.824,BIL,0.418,0.375,0.201,0.789,MIL,0.746,BIL,0.393,0.357,0.178,0.798,MIL,0.741,BIL,0.411,0.378,0.168,0.824,MIL,0.76,MAD,0.433,0.397,0.168,0.793,BIL,0.773,MIL,0.422,0.397,0.171
BRA,COP,0.886,VIE,0.811,PRA,0.364,0.305,0.214,0.843,VIE,0.774,PRA,0.388,0.375,0.204,0.833,VIE,0.791,PRA,0.356,0.328,0.175,0.769,VIE,0.736,PRA,0.374,0.346,0.166,0.832,VIE,0.793,PRA,0.405,0.394,0.167,0.8,VIE,0.725,PRA,0.391,0.338,0.171
BRA,LON,0.838,VIE,0.728,MIL,0.34,0.278,0.195,0.795,VIE,0.77,MIL,0.336,0.276,0.187,0.763,VIE,0.717,PAR,0.354,0.306,0.16,0.731,MIL,0.719,VIE,0.353,0.309,0.159,0.783,VIE,0.73,PAR,0.388,0.354,0.156,0.777,PAR,0.738,VIE,0.386,0.348,0.16
BRA,IST,1.0,SOF,0.717,BUD,0.261,0.18,0.205,1.0,SOF,0.691,BUD,0.301,0.239,0.189,1.0,SOF,0.729,BUD,0.274,0.2,0.186,1.0,SOF,0.703,BUD,0.31,0.254,0.175,1.0,SOF,0.766,BUD,0.354,0.287,0.178,1.0,SOF,0.702,MIL,0.373,0.33,0.166
BRA,DUB,0.872,PAR,0.839,VIE,0.398,0.332,0.213,0.858,PAR,0.81,VIE,0.405,0.365,0.2,0.841,PAR,0.763,VIE,0.386,0.355,0.178,0.814,PAR,0.753,MIL,0.408,0.367,0.165,0.846,PAR,0.78,VIE,0.432,0.423,0.17,0.843,PAR,0.752,VIE,0.425,0.399,0.168
BRA,SIN,1.0,LIS,0.899,MAD,0.431,0.366,0.234,1.0,LIS,0.899,MAD,0.486,0.445,0.226,1.0,LIS,0.812,MAD,0.44,0.399,0.207,1.0,LIS,0.839,MIL,0.473,0.424,0.191,1.0,LIS,0.847,MIL,0.468,0.408,0.198,1.0,LIS,0.815,MIL,0.451,0.397,0.192
BRA,MIL,0.625,VIE,0.375,BUD,0.143,0.11,0.107,0.654,VIE,0.346,BUD,0.115,0.079,0.113,0.534,VIE,0.466,BUD,0.163,0.13,0.101,0.579,VIE,0.421,BUD,0.136,0.104,0.107,0.527,VIE,0.473,BUD,0.189,0.161,0.094,0.621,VIE,0.379,BUD,0.191,0.18,0.099
BRA,BRU,0.847,VIE,0.711,MIL,0.325,0.267,0.185,0.808,VIE,0.726,MIL,0.306,0.264,0.176,0.78,VIE,0.693,FRA,0.328,0.287,0.155,0.721,VIE,0.704,MIL,0.33,0.287,0.151,0.773,VIE,0.719,MIL,0.371,0.324,0.148,0.72,VIE,0.716,MIL,0.369,0.336,0.146
BRA,LUX,0.842,VIE,0.831,FRA,0.337,0.284,0.189,0.825,VIE,0.82,FRA,0.341,0.295,0.179,0.794,VIE,0.781,FRA,0.357,0.305,0.164,0.799,FRA,0.739,VIE,0.362,0.321,0.158,0.793,VIE,0.756,FRA,0.412,0.374,0.16,0.811,FRA,0.76,VIE,0.403,0.358,0.162
BRA,TIR,0.669,MIL,0.549,VIE,0.242,0.205,0.134,0.672,MIL,0.568,VIE,0.246,0.214,0.131,0.635,MIL,0.604,BUD,0.259,0.208,0.13,0.685,MIL,0.583,BUD,0.285,0.241,0.126,0.72,MIL,0.654,BUD,0.338,0.309,0.128,0.78,MIL,0.632,VIE,0.367,0.344,0.126
BRA,POZ,0.897,VIE,0.861,PRA,0.284,0.245,0.194,0.891,PRA,0.885,VIE,0.271,0.238,0.195,0.833,VIE,0.805,PRA,0.301,0.275,0.17,0.863,PRA,0.825,VIE,0.294,0.273,0.181,0.837,VIE,0.809,PRA,0.352,0.322,0.18,0.846,VIE,0.84,PRA,0.337,0.315,0.183
BRA,THE,1.0,SOF,0.725,BUD,0.247,0.155,0.212,1.0,SOF,0.693,BUD,0.292,0.231,0.198,1.0,SOF,0.738,BUD,0.267,0.204,0.193,1.0,SOF,0.695,BUD,0.314,0.255,0.18,1.0,SOF,0.769,BUD,0.34,0.291,0.193,1.0,SOF,0.694,MIL,0.361,0.325,0.181
BRA,COR,0.917,PAR,0.83,VIE,0.392,0.333,0.205,0.93,PAR,0.791,VIE,0.394,0.347,0.195,0.84,PAR,0.751,VIE,0.388,0.362,0.174,0.878,PAR,0.762,MIL,0.41,0.374,0.167,0.841,PAR,0.785,VIE,0.439,0.427,0.172,0.909,PAR,0.759,MIL,0.428,0.405,0.169
BRA,FRA,0.838,VIE,0.629,MIL,0.232,0.192,0.156,0.795,VIE,0.636,MIL,0.204,0.147,0.17,0.753,VIE,0.634,MIL,0.262,0.224,0.136,0.749,VIE,0.609,MIL,0.228,0.165,0.148,0.757,VIE,0.697,MIL,0.31,0.274,0.136,0.713,VIE,0.689,MIL,0.289,0.243,0.145
BRA,MAD,0.83,MIL,0.794,VIE,0.327,0.297,0.191,0.859,MIL,0.818,MAR,0.32,0.281,0.192,0.783,MIL,0.712,VIE,0.353,0.323,0.161,0.841,MIL,0.768,MAR,0.343,0.3,0.169,0.814,MIL,0.757,VIE,0.389,0.367,0.159,0.82,MIL,0.759,MAR,0.374,0.338,0.164
BRA,BUD,0.19,VIE,0.19,MIL,0.079,0.072,0.039,0.155,VIE,0.155,MIL,0.066,0.061,0.032,0.355,VIE,0.355,MIL,0.155,0.138,0.064,0.3,VIE,0.3,MIL,0.129,0.118,0.054,0.401,VIE,0.401,MIL,0.192,0.187,0.067,0.402,VIE,0.402,MIL,0.196,0.189,0.073
BRA,POD,1.0,ZAG,0.803,BUD,0.22,0.148,0.198,1.0,ZAG,0.751,BUD,0.286,0.215,0.183,1.0,ZAG,0.735,BUD,0.272,0.218,0.177,1.0,ZAG,0.713,BUD,0.323,0.269,0.166,1.0,ZAG,0.782,BUD,0.338,0.294,0.177,1.0,ZAG,0.714,BUD,0.363,0.324,0.16
BRA,SKO,0.775,SOF,0.743,BUD,0.244,0.164,0.187,0.755,SOF,0.69,BUD,0.272,0.21,0.17,0.805,SOF,0.729,BUD,0.265,0.201,0.171,0.782,SOF,0.686,BUD,0.295,0.241,0.156,0.807,SOF,0.748,BUD,0.33,0.272,0.166,0.807,SOF,0.719,BEL,0.35,0.311,0.149
BRA,OSL,0.937,COP,0.884,VIE,0.433,0.398,0.231,0.946,COP,0.871,VIE,0.471,0.42,0.21,0.834,VIE,0.811,PRA,0.417,0.347,0.201,0.796,COP,0.796,VIE,0.457,0.442,0.168,0.845,VIE,0.8,PRA,0.459,0.445,0.186,0.845,COP,0.806,VIE,0.466,0.433,0.177
BRA,KIE,1.0,POZ,0.904,PRA,0.393,0.351,0.212,1.0,POZ,0.917,PRA,0.408,0.354,0.196,1.0,POZ,0.858,PRA,0.404,0.391,0.203,1.0,POZ,0.851,PRA,0.457,0.433,0.177,1.0,POZ,0.878,VIE,0.465,0.455,0.196,1.0,POZ,0.861,VIE,0.484,0.449,0.19
BRA,NIC,1.0,SOF,1.0,THE,0.311,0.168,0.28,1.0,SOF,1.0,THE,0.381,0.27,0.26,1.0,SOF,1.0,THE,0.326,0.221,0.246,1.0,SOF,1.0,THE,0.385,0.284,0.225,1.0,SOF,1.0,THE,0.387,0.307,0.228,1.0,SOF,1.0,THE,0.405,0.32,0.217
HEL,PRA,0.756,COP,0.661,POZ,0.229,0.175,0.179,0.736,POZ,0.726,COP,0.187,0.115,0.194,0.692,POZ,0.604,COP,0.239,0.186,0.154,0.756,POZ,0.547,COP,0.189,0.122,0.177,0.689,COP,0.629,HAM,0.271,0.236,0.152,0.731,POZ,0.577,HAM,0.256,0.22,0.176
HEL,VIE,0.784,COP,0.78,PRA,0.317,0.278,0.214,0.821,PRA,0.742,COP,0.278,0.227,0.227,0.766,PRA,0.705,POZ,0.32,0.289,0.174,0.801,PRA,0.75,POZ,0.278,0.249,0.195,0.708,COP,0.7,PRA,0.343,0.313,0.175,0.807,PRA,0.754,POZ,0.333,0.319,0.192
HEL,STO,0.226,COP,0.226,OSL,0.04,0.027,0.045,0.259,COP,0.259,OSL,0.07,0.057,0.049,0.398,COP,0.398,OSL,0.092,0.071,0.076,0.416,COP,0.416,OSL,0.119,0.093,0.078,0.46,COP,0.46,OSL,0.158,0.14,0.084,0.499,COP,0.499,OSL,0.182,0.158,0.092
HEL,KAU,0.577,RIG,0.577,TAR,0.175,0.131,0.126,0.55,RIG,0.55,TAR,0.175,0.121,0.128,0.691,RIG,0.691,TAR,0.155,0.108,0.134,0.633,RIG,0.633,TAR,0.175,0.131,0.124,0.531,RIG,0.531,TAR,0.23,0.202,0.107,0.577,RIG,0.577,TAR,0.208,0.166,0.112
HEL,RIG,0.75,TAR,0.25,KAU,0.126,0.089,0.112,0.707,TAR,0.293,KAU,0.14,0.105,0.11,0.703,TAR,0.297,KAU,0.14,0.105,0.108,0.691,TAR,0.309,KAU,0.149,0.116,0.106,0.532,TAR,0.468,KAU,0.229,0.204,0.104,0.609,TAR,0.391,KAU,0.192,0.16,0.102
HEL,MAR,0.792,COP,0.752,AMS,0.372,0.279,0.213,0.798,COP,0.748,HAM,0.338,0.3,0.227,0.682,AMS,0.661,COP,0.365,0.325,0.171,0.668,POZ,0.649,PRA,0.342,0.287,0.176,0.737,COP,0.711,AMS,0.371,0.325,0.173,0.721,GEN,0.691,POZ,0.383,0.349,0.172
HEL,PAR,0.838,COP,0.781,AMS,0.298,0.211,0.21,0.805,COP,0.765,HAM,0.266,0.185,0.213,0.705,AMS,0.665,COP,0.291,0.222,0.17,0.681,AMS,0.635,HAM,0.269,0.198,0.18,0.743,COP,0.707,AMS,0.292,0.226,0.17,0.69,POZ,0.649,AMS,0.325,0.278,0.165
HEL,LJU,0.934,MIL,0.806,PRA,0.46,0.416,0.215,0.926,MIL,0.798,COP,0.418,0.361,0.224,0.854,MIL,0.756,PRA,0.454,0.427,0.169,0.851,MIL,0.755,PRA,0.433,0.433,0.174,0.821,MIL,0.723,COP,0.451,0.423,0.167,0.87,MIL,0.736,PRA,0.45,0.451,0.171
HEL,ZAG,0.884,MIL,0.788,PRA,0.463,0.455,0.223,0.854,MIL,0.814,COP,0.453,0.444,0.233,0.762,MIL,0.75,PRA,0.407,0.405,0.178,0.758,PRA,0.728,MIL,0.389,0.371,0.188,0.777,MIL,0.715,COP,0.417,0.4,0.181,0.766,MIL,0.745,PRA,0.412,0.423,0.178
HEL,SOF,0.897,MIL,0.802,COP,0.455,0.453,0.243,0.885,MIL,0.81,PRA,0.442,0.441,0.238,0.777,MIL,0.739,PRA,0.394,0.39,0.207,0.766,MIL,0.755,PRA,0.392,0.413,0.205,0.769,MIL,0.714,COP,0.397,0.393,0.206,0.775,MIL,0.732,PRA,0.401,0.426,0.203
HEL,TAR,0.112,KAU,0.112,RIG,0.05,0.04,0.026,0.122,KAU,0.122,RIG,0.058,0.049,0.028,0.301,KAU,0.301,RIG,0.132,0.107,0.067,0.297,KAU,0.297,RIG,0.132,0.107,0.066,0.466,KAU,0.466,RIG,0.227,0.202,0.099,0.384,KAU,0.384,RIG,0.183,0.157,0.082
HEL,LIS,0.851,PAR,0.837,AMS,0.496,0.418,0.225,0.827,COP,0.801,MAD,0.469,0.392,0.218,0.774,PAR,0.753,AMS,0.439,0.385,0.192,0.762,PAR,0.741,AMS,0.449,0.424,0.178,0.775,COP,0.768,PAR,0.44,0.391,0.196,0.779,MAD,0.714,PAR,0.466,0.457,0.174
HEL,POR,0.865,BIL,0.851,PAR,0.482,0.401,0.216,0.882,BIL,0.87,PAR,0.487,0.4,0.218,0.797,PAR,0.776,BIL,0.458,0.43,0.179,0.791,PAR,0.782,BIL,0.451,0.42,0.176,0.787,AMS,0.766,PAR,0.44,0.368,0.185,0.819,BIL,0.799,PAR,0.459,0.441,0.172
HEL,LON,0.867,AMS,0.848,COP,0.312,0.235,0.206,0.868,AMS,0.834,COP,0.284,0.186,0.21,0.804,AMS,0.687,HAM,0.341,0.287,0.166,0.817,AMS,0.671,HAM,0.315,0.257,0.171,0.792,AMS,0.758,COP,0.345,0.306,0.17,0.826,AMS,0.682,PAR,0.382,0.336,0.164
HEL,IST,1.0,SOF,0.918,MIL,0.561,0.601,0.215,1.0,SOF,0.906,MIL,0.545,0.557,0.216,1.0,SOF,0.829,MIL,0.504,0.485,0.182,1.0,SOF,0.835,MIL,0.497,0.486,0.187,1.0,SOF,0.845,MIL,0.519,0.535,0.181,1.0,SOF,0.867,MIL,0.524,0.54,0.187
HEL,SIN,1.0,LIS,0.919,PAR,0.557,0.55,0.233,1.0,LIS,0.888,MAD,0.576,0.542,0.208,1.0,LIS,0.829,PAR,0.514,0.499,0.199,1.0,LIS,0.801,BIL,0.52,0.48,0.184,1.0,LIS,0.8,MAD,0.493,0.464,0.203,1.0,LIS,0.762,BIL,0.505,0.482,0.179
HEL,MIL,0.815,COP,0.746,HAM,0.306,0.281,0.241,0.785,COP,0.716,HAM,0.279,0.246,0.242,0.67,PRA,0.657,POZ,0.307,0.268,0.185,0.677,PRA,0.67,POZ,0.273,0.246,0.202,0.72,COP,0.674,HAM,0.311,0.29,0.188,0.662,POZ,0.649,AMS,0.305,0.27,0.208
HEL,LUX,0.824,COP,0.793,FRA,0.347,0.282,0.202,0.793,COP,0.775,FRA,0.329,0.239,0.2,0.736,AMS,0.72,FRA,0.357,0.314,0.164,0.727,FRA,0.711,AMS,0.346,0.293,0.161,0.766,AMS,0.76,COP,0.368,0.311,0.173,0.77,FRA,0.742,AMS,0.398,0.358,0.157
HEL,TIR,0.923,MIL,0.811,COP,0.452,0.423,0.215,0.949,MIL,0.795,COP,0.418,0.366,0.236,0.857,MIL,0.748,PRA,0.449,0.416,0.166,0.873,MIL,0.751,PRA,0.43,0.437,0.182,0.864,MIL,0.74,COP,0.451,0.441,0.173,0.901,MIL,0.739,PRA,0.457,0.454,0.173
HEL,POZ,0.661,COP,0.574,BER,0.168,0.12,0.136,0.654,COP,0.596,BER,0.14,0.087,0.15,0.571,KAU,0.571,RIG,0.148,0.096,0.142,0.549,KAU,0.549,RIG,0.133,0.072,0.148,0.551,COP,0.449,KAU,0.189,0.141,0.125,0.513,COP,0.487,KAU,0.169,0.123,0.134
HEL,THE,1.0,SOF,0.911,MIL,0.551,0.587,0.232,1.0,SOF,0.907,MIL,0.545,0.574,0.221,1.0,SOF,0.844,MIL,0.497,0.489,0.203,1.0,SOF,0.837,MIL,0.498,0.504,0.198,1.0,SOF,0.854,MIL,0.513,0.523,0.204,1.0,SOF,0.863,MIL,0.518,0.53,0.201
HEL,MAD,0.823,COP,0.788,AMS,0.43,0.362,0.215,0.811,COP,0.794,AMS,0.409,0.327,0.224,0.739,AMS,0.737,PAR,0.415,0.386,0.17,0.702,AMS,0.696,PAR,0.4,0.376,0.177,0.75,AMS,0.749,COP,0.389,0.324,0.182,0.701,POZ,0.701,PRA,0.429,0.423,0.166
HEL,POD,1.0,ZAG,0.908,MIL,0.568,0.589,0.206,1.0,ZAG,0.913,MIL,0.565,0.558,0.199,1.0,ZAG,0.862,MIL,0.528,0.517,0.18,1.0,ZAG,0.855,MIL,0.526,0.498,0.174,1.0,ZAG,0.838,MIL,0.532,0.533,0.174,1.0,ZAG,0.875,MIL,0.554,0.561,0.169
HEL,SKO,0.91,MIL,0.832,SOF,0.549,0.572,0.203,0.897,MIL,0.821,PRA,0.531,0.591,0.21,0.848,SOF,0.833,MIL,0.493,0.49,0.176,0.819,MIL,0.811,SOF,0.476,0.467,0.173,0.836,MIL,0.819,SOF,0.503,0.493,0.169,0.845,SOF,0.837,MIL,0.497,0.483,0.173
HEL,OSL,0.508,STO,0.492,COP,0.095,0.065,0.099,0.523,COP,0.477,STO,0.112,0.084,0.097,0.605,STO,0.395,COP,0.1,0.074,0.099,0.551,STO,0.449,COP,0.129,0.097,0.095,0.538,STO,0.462,COP,0.163,0.146,0.091,0.501,STO,0.499,COP,0.185,0.155,0.091
HEL,KIE,1.0,POZ,0.686,COP,0.307,0.242,0.172,1.0,POZ,0.699,BER,0.307,0.234,0.176,1.0,POZ,0.539,KAU,0.271,0.222,0.163,1.0,POZ,0.546,KAU,0.281,0.227,0.162,1.0,POZ,0.657,COP,0.353,0.312,0.15,1.0,POZ,0.553,COP,0.348,0.312,0.151
HEL,NIC,1.0,SOF,1.0,THE,0.669,0.74,0.218,1.0,SOF,1.0,THE,0.676,0.718,0.196,1.0,SOF,1.0,THE,0.575,0.587,0.198,1.0,SOF,1.0,THE,0.586,0.584,0.189,1.0,SOF,1.0,THE,0.565,0.588,0.202,1.0,SOF,1.0,THE,0.573,0.56,0.191
STO,VIE,0.855,COP,0.776,PRA,0.361,0.328,0.221,0.868,COP,0.814,PRA,0.311,0.245,0.248,0.765,PRA,0.744,POZ,0.35,0.302,0.197,0.818,PRA,0.772,POZ,0.309,0.262,0.225,0.769,COP,0.718,HEL,0.375,0.32,0.199,0.79,PRA,0.744,POZ,0.365,0.362,0.212
