destination,mean_hops,std_hops,min_hops,max_hops,packets
STP,1.0,0.0,1,1,390
ERD,1.739463601532567,0.9406735004087191,1,7,783
GUD,1.937994722955145,1.5203482415873497,1,13,758
SIE,1.96484375,1.442496200371404,1,10,768
FRM,2.969543147208122,1.3401592050345459,2,9,197
