destination,mean_hops,std_hops,min_hops,max_hops,packets
STP,1.0,0.0,1,1,390
ERD,1.9956597222222223,0.820197669799401,1,3,1152
SIE,2.28914590747331,1.2970770520932366,1,5,1124
GUD,2.294587400177462,1.296434597163103,1,5,1127
FRM,3.146153846153846,0.823795516651091,2,4,390
