source,target,throughput_kbps,mean_hops,packets
ATH,BER,0.44263943061643124,38.0406976744186,172
AMS,MIL,1.403890801376992,12.374087591240876,548
ATH,MIL,0.7587767608595523,14.472972972972974,296
ATH,COP,0.4201004622866218,39.53658536585366,164
ATH,AMS,0.5266221125092825,29.390243902439025,205
AMS,BER,1.2352540744003537,10.5,482
AMS,VIE,1.108580593424219,14.55324074074074,432
AMS,COP,1.3257738154863286,9.802707930367506,517
AMS,PAR,2.368137264727696,9.036836403033586,923
AMS,LON,1.8075407540754076,8.185552407932011,706
ATH,LON,0.44390987090048983,35.86705202312139,173
ATH,FRA,0.57823938691137,30.830357142857142,224
AMS,FRA,2.4450445044504447,8.820942408376963,955
ATH,MAD,0.48115464249100554,36.51336898395722,187
AMS,ATH,0.3115545542323789,27.1900826446281,121
ATH,PAR,0.5830494810037294,25.72566371681416,226
AMS,MAD,0.9339132874982461,15.376373626373626,364
ATH,VIE,0.6743615523828678,22.34351145038168,262
BER,AMS,1.3374166816789792,12.045977011494253,522
BER,PAR,1.098800593686069,14.567757009345794,428
BER,LON,0.989637721905375,18.91948051948052,385
BER,MIL,0.8897818137983694,15.997109826589595,346
BER,COP,2.4245624562456247,10.324181626187961,947
BER,ATH,0.3022492595853685,35.82203389830509,118
BER,FRA,1.2515076836769454,15.448770491803279,488
COP,AMS,1.171278683272596,11.811816192560174,457
BER,VIE,0.8894259818731134,19.327536231884057,345
BER,MAD,0.6200780702632374,24.06611570247934,242
COP,ATH,0.3270139297228255,39.357142857142854,126
COP,MIL,0.7958013726281801,17.058441558441558,308
COP,BER,2.204380438043805,11.831591173054587,861
COP,FRA,1.0927425024606798,15.388235294117647,425
COP,PAR,1.0575761213139678,15.397094430992736,413
COP,LON,0.797579691851496,19.810289389067524,311
COP,MAD,0.6453212986115358,23.508064516129032,248
COP,VIE,0.7758513059062819,18.780730897009967,301
FRA,AMS,2.416881688168817,8.583686440677965,944
FRA,ATH,0.3831719371559452,21.751677852348994,149
FRA,MIL,1.7530735653357896,10.692982456140351,684
FRA,VIE,1.3785206686017426,12.953531598513012,538
FRA,BER,1.0593563384233105,12.048426150121065,413
FRA,COP,1.0670309141674872,11.501204819277108,415
LON,AMS,1.8203420342034202,11.237693389592124,711
FRA,MAD,1.0945867462399619,13.669789227166277,427
FRA,LON,1.5804686403816468,11.696428571428571,616
FRA,PAR,2.1479864629433116,10.420047732696897,838
LON,COP,0.9717170098549806,18.480211081794195,379
LON,FRA,1.5685395058267593,14.931372549019608,612
LON,BER,0.8249139380353857,19.15527950310559,322
LON,ATH,0.3163097199341024,29.943089430894307,123
LON,PAR,2.6933893389338937,8.187262357414449,1052
LON,MAD,1.0170522776399011,16.34256926952141,397
MAD,AMS,1.116472612331453,19.18348623853211,436
LON,MIL,1.2245616844127776,16.694560669456067,478
LON,VIE,0.9644503226323602,20.99468085106383,376
MAD,COP,0.665613312266246,27.076923076923077,260
MAD,BER,0.7235987490979083,26.02836879432624,282
MAD,MIL,1.3250570661967884,11.435203094777563,517
MAD,PAR,1.5403468022906575,13.876871880199667,601
MAD,FRA,1.2328976472953956,16.580375782881003,479
MAD,LON,1.077700264613906,22.192857142857143,420
MIL,BER,0.8339432937864473,14.771604938271604,324
MIL,ATH,0.45227855513154436,9.731428571428571,175
MAD,VIE,0.9478824753822755,20.043243243243243,370
MAD,ATH,0.38050857670831306,31.60135135135135,148
MIL,FRA,1.7274438348484242,9.764094955489615,674
MIL,COP,0.899551678177633,14.922413793103448,348
MIL,AMS,1.4083943504181178,11.872727272727273,550
MIL,LON,1.1715481171548128,13.41978021978022,455
PAR,COP,0.9466799779955593,15.066115702479339,363
MIL,MAD,1.2532938208321656,10.877300613496933,489
PAR,AMS,2.215995516772076,8.79421965317919,865
MIL,PAR,1.7505105922870532,10.22840409956076,683
PAR,BER,0.8825993706027383,15.18313953488372,344
PAR,FRA,2.0448595882859952,10.062735257214555,797
PAR,ATH,0.37010676156583683,23.132867132867133,143
MIL,VIE,2.02004200420042,9.271229404309253,789
PAR,MIL,1.5422304058922427,10.098006644518273,602
PAR,LON,2.5346534653465347,5.274747474747475,990
PAR,VIE,1.1323352814026102,15.04524886877828,442
PAR,MAD,1.3788795002202558,7.882899628252788,538
VIE,AMS,1.3462886907743181,15.535238095238094,525
VIE,COP,0.9120166519894327,16.320224719101123,356
VIE,ATH,0.43916123433369014,17.0,170
VIE,BER,0.9448578821735922,17.61141304347826,368
VIE,MIL,2.1634163416341634,9.61301775147929,845
VIE,LON,1.0067415730337093,19.533163265306122,392
VIE,MAD,0.8912432779516817,19.2507204610951,347
VIE,PAR,1.3452106896206597,16.264761904761905,525
VIE,FRA,1.4352649072924595,12.678571428571429,560
