Id,Label,Latitude,Longitude
SIE,Siemensstraße,48.269044,16.422584
BRE,Breitenfurter Straße,48.170990,16.325000
GUD,Gudrunstraße,48.178982,16.365167
ERD,Erdberger Lände,48.201540,16.400600
FRM,Siemens Forum,48.199545,16.392257
STP,St. Pölten,48.203530,15.638170
